field:ID,label_en,label_zh,label_en_display,:LABEL
nsfc1248,pig genetics and breeding,猪遗传育种,Pig genetics and breeding,nsfc
nsfc1249,poultry genetics and breeding,家禽遗传育种,Poultry genetics and breeding,nsfc
nsfc1250,ruminant genetics and breeding,反刍动物遗传育种,Ruminant genetics and breeding,nsfc
nsfc1251,dog genetics and breeding,犬及其他经济动物遗传育种,Dog genetics and breeding,nsfc
nsfc1252,new theory and technology of animal breeding,畜禽育种新理论和新技术,New theory and technology of animal breeding,nsfc
nsfc1253,animal reproduction,畜禽繁殖学,Animal reproduction,nsfc
nsfc1254,reproductive physiology of livestock and poultry,畜禽生殖生理,Reproductive physiology of livestock and poultry,nsfc
nsfc1255,gametogenesis and embryo in livestock and poultry,畜禽配子发生与胚胎,Gametogenesis and embryo in livestock and poultry,nsfc
nsfc1256,new theory and technology of animal reproduction regulation,畜禽繁殖调控新理论与新技术,New theory and technology of animal reproduction regulation,nsfc
nsfc1257,animal nutrition,动物营养学,Animal nutrition,nsfc
nsfc1258,pig nutrition,猪营养,Pig nutrition,nsfc
nsfc1259,poultry nutrition,家禽营养,Poultry nutrition,nsfc
nsfc1260,other livestock nutrition,其他家畜营养,Other livestock nutrition,nsfc
nsfc1261,digestive physiology and business boundary of livestock and poultry,畜禽消化生理与营界,Digestive physiology and business boundary of livestock and poultry,nsfc
nsfc1262,feed science,饲料学,Feed science,nsfc
nsfc1263,feed resources,饲料资源,Feed resources,nsfc
nsfc1264,processing and storage of feed and forage grass,饲料、饲草加工贮藏,Processing and storage of feed and forage grass,nsfc
nsfc1265,feed additive ,饲料添加剂,feed additive ,nsfc
nsfc1266,feed biotechnology,饲料生物技术,Feed biotechnology,nsfc
nsfc1267,feed safety,饲料安全,Feed safety,nsfc
nsfc1268,animal behavior and welfare science,畜禽行为与福利学,Animal behavior and Welfare Science,nsfc
nsfc1269,animal behavior,畜禽行为,Animal behavior,nsfc
nsfc1270,animal welfare,动物'福利,Animal welfare,nsfc
nsfc1271,animal environment and facilities,畜禽环境与设施,Animal environment and facilities,nsfc
nsfc1272,livestock breeding environment and health,畜禽养殖环境与健康,Livestock breeding environment and health,nsfc
nsfc1273,the bird and the goblet,斎禽翘颇与智觥,The bird and the Goblet,nsfc
nsfc1274,interaction of silkworm rearing academic environment,养蚕学境互作,Interaction of silkworm rearing academic environment,nsfc
nsfc1275,resources and genetic breeding of silkworm and mulberry oak,蚕及桑柞资源与遗传育种,Resources and genetic breeding of silkworm and mulberry oak,nsfc
nsfc1276,"physiology, pathology, reproduction and rearing of silkworm",蚕生理、病理、繁殖与饲养,"Physiology, pathology, reproduction and rearing of silkworm",nsfc
nsfc1277,sericulture biotechnology,蚕桑生物技术,Sericulture Biotechnology,nsfc
nsfc1278,beekeeping,养蜂学,Beekeeping,nsfc
nsfc1279,beekeeping resources and genetic breeding germplasm resources,养蜂资源及遗传育种质资源,Beekeeping resources and genetic breeding germplasm resources,nsfc
nsfc1280,"bee pathology, words and breeding",蜜蜂病理、詞与饲养,"Bee pathology, words and breeding",nsfc
nsfc1281,biological basis of bee and bee products,蜜蜂及蜂产品生物学基础,Biological basis of bee and bee products,nsfc
nsfc1282,veterinary medicine,兽医学,veterinary medicine,nsfc
nsfc1283,basic veterinary medicine,基础兽医学,Basic veterinary medicine,nsfc
nsfc1284,anatomy and histology and embryology of livestock and poultry,畜禽解剖学与组织胚胎学,Anatomy and histology and embryology of livestock and poultry,nsfc
nsfc1285,alcohol and biological barrier,布禽生醇与生物礙,Alcohol and biological barrier,nsfc
nsfc1286,veterinary pathology,兽医病理学,Veterinary Pathology,nsfc
nsfc1287,veterinary microbiology,兽医微生物学,Veterinary Microbiology,nsfc
nsfc1288,veterinary bacteriology,兽医细菌学,Veterinary Bacteriology,nsfc
nsfc1289,veterinary virology ,兽医病毒学,veterinary virology ,nsfc
nsfc1290,on the origin of other animals and spiders,其他兽蜘原雜辩,On the origin of other animals and spiders,nsfc
nsfc1291,veterinary immunology,兽医免疫学,Veterinary Immunology,nsfc
nsfc1292,veterinary immunobiology,兽医免疫生物学,Veterinary Immunobiology,nsfc
nsfc1293,infection immunology ,感染免疫学,infection immunology ,nsfc
nsfc1294,veterinary vaccinology,兽医疫苗学,Veterinary vaccinology,nsfc
nsfc1295,veterinary parasitology,兽医寄生虫学,Veterinary parasitology,nsfc
nsfc1296,parasitology,寄生虫病原学,Parasitology,nsfc
nsfc1297,epidemiology of parasitic diseases,寄生虫病流行病学,Epidemiology of parasitic diseases,nsfc
nsfc1298,parasite infection and immunity,寄生虫感染与免疫,Parasite infection and immunity,nsfc
nsfc1299,veterinary lemology ,兽医传染病学,Veterinary Lemology ,nsfc
nsfc1300,epidemiology of infectious diseases,传染病流行病学,Epidemiology of infectious diseases,nsfc
nsfc1301,occurrence and spread of infectious diseases,传染病的发生与传播,Occurrence and spread of infectious diseases,nsfc
nsfc1302,prevention and control of infectious diseases,传染病防控,Prevention and control of infectious diseases,nsfc
nsfc1303,zoonosis,人兽共患病学,Zoonosis,nsfc
nsfc1304,chinese veterinary medicine,中兽医学,Chinese Veterinary Medicine,nsfc
nsfc1305,chinese veterinarian,中兽医,Chinese veterinarian,nsfc
nsfc1306,chinese veterinary medicine,中兽药,Chinese Veterinary Medicine,nsfc
nsfc1307,veterinary medicine,兽医药学,Veterinary Medicine,nsfc
nsfc1308,veterinary pharmacology,兽医药理学,Veterinary Pharmacology,nsfc
nsfc1309,veterinary toxicology ,兽医毒理学,veterinary toxicology ,nsfc
nsfc1310,to initiate the medicine and pharmacology,啓医药物学,To initiate the medicine and pharmacology,nsfc
nsfc1311,clinical veterinary medicine ,临床兽医学,Clinical Veterinary Medicine ,nsfc
nsfc1312,veterinary clinical diagnostics ,兽医临床诊断学,veterinary clinical diagnostics ,nsfc
nsfc1313,veterinary internal medicine ,兽医内科学,Veterinary Internal Medicine ,nsfc
nsfc1314,veterinary surgery,兽医外科学,Veterinary Surgery,nsfc
nsfc1315,veterinary obstetrics,兽医产科学,Veterinary obstetrics,nsfc
nsfc1316,veterinary sanitary science ,兽医公共卫生学,Veterinary Sanitary Science ,nsfc
nsfc1317,aquaculture,水产学,Aquaculture,nsfc
nsfc1318,aquatic basic biology,水产基础生物学,Aquatic basic biology,nsfc
nsfc1319,aquatic biophysiology,水产生物生理学,Aquatic biophysiology,nsfc
nsfc1320,reproduction and development of aquatic organisms,水产生物繁殖与发育,Reproduction and development of aquatic organisms,nsfc
nsfc1321,aquatic biogenetics,水产生物遗传,Aquatic biogenetics,nsfc
nsfc1322,aquatic biological behavior,水产生物行为学,Aquatic biological behavior,nsfc
nsfc1323,aquatic biological environmental biology,水产生物环境生物学,Aquatic biological environmental biology,nsfc
nsfc1324,aquatic biological genetics and breeding,水产生物遗传育种学,Aquatic biological genetics and breeding,nsfc
nsfc1325,fish genetics and breeding,鱼类遗传育种学,Fish genetics and breeding,nsfc
nsfc1326,genetics and breeding of dinoflagellates,甲売类遗传育种学,Genetics and breeding of dinoflagellates,nsfc
nsfc1327,shellfish genetics and breeding,贝类遗传育种学,Shellfish genetics and breeding,nsfc
nsfc1328,algae genetics and breeding,藻类遗传育种学,Algae genetics and breeding,nsfc
nsfc1329,biological genetics and breeding of characteristic aquatic species,特色水产生物遗传育种学种学,Biological genetics and breeding of characteristic aquatic species,nsfc
nsfc1330,fishery resources and conservation biology,渔业资源与保护生物学,Fishery resources and Conservation Biology,nsfc
nsfc1331,aquatic biodiversity and conservation biology,水产生物多样性与保护生物学,Aquatic biodiversity and Conservation Biology,nsfc
nsfc1332,fishery resources assessment and enhancement,渔业资源评估与増殖,Fishery resources assessment and enhancement,nsfc
nsfc1333,fishery environmental effect and ecological restoration,渔业环境效应与生态修复,Fishery environmental effect and ecological restoration,nsfc
nsfc1334,nutrition and feed of aquatic animals ,水产动物营养与饲料学,Nutrition and Feed of Aquatic Animals ,nsfc
nsfc1335,aquatic animal nutrition,水产动物营养学,Aquatic animal nutrition,nsfc
nsfc1336,aquatic animal feed resources and feed science,水产动物饲料资源与饲料学,Aquatic animal feed resources and feed science,nsfc
nsfc1337,aquatic biological bait and culture,水产生物饵料与培养,Aquatic biological bait and culture,nsfc
nsfc1338,aquaculture,水产养殖学,Aquaculture,nsfc
nsfc1339,fish culture,鱼类养殖学,Fish culture,nsfc
nsfc1340,the science of nail fish culture,甲売类养殖学,The science of nail fish culture,nsfc
nsfc1341,algae culture,藻类养殖学,Algae culture,nsfc
nsfc1342,characteristic aquaculture,特色水产生物养殖学,Characteristic aquaculture,nsfc
nsfc1343,aquatic biological immunology and disease control,水产生物免疫学与病害控制,Aquatic biological immunology and disease control,nsfc
nsfc1344,aquatic immunobiology,水产免疫生物学,Aquatic Immunobiology,nsfc
nsfc1345,aquatic biological etiology and epidemiology,水产生物病原学与流行病学,Aquatic biological etiology and epidemiology,nsfc
nsfc1346,aquatic biopathology and pharmacology,水产生物病理学与药理学,Aquatic biopathology and pharmacology,nsfc
nsfc1347,immune prevention and control of aquatic biological diseases,水产生物病害免疫防控,Immune prevention and control of aquatic biological diseases,nsfc
nsfc1348,aquaculture and fishery engineering,养殖与渔业工程学,Aquaculture and fishery Engineering,nsfc
nsfc1349,integrated aquaculture system,水产综合养殖系统,Integrated aquaculture system,nsfc
nsfc1350,aquaculture facilities and engineering,水产养殖设施与养殖工程,Aquaculture facilities and Engineering,nsfc
nsfc1351,theory and technology of fisheries,水产捕捞理论与技术,Theory and technology of Fisheries,nsfc
nsfc1352,new technology and method of aquatic biology research,水产生物研究的新技术和新方法,New technology and method of aquatic biology research,nsfc
nsfc1353,food science,食品科学,food science,nsfc
nsfc1354,food material science,食品原料学,Food material science,nsfc
nsfc1355,raw materials of fruits and vegetables,果蔬食品原料,Raw materials of fruits and vegetables,nsfc
nsfc1356,"grain, oil and food raw materials",粮油食品原料,"Grain, oil and food raw materials",nsfc
nsfc1357,animal food raw materials,畜产食品原料,Animal food raw materials,nsfc
nsfc1358,aquatic food raw materials,水产食品原料,Aquatic food raw materials,nsfc
nsfc1359,food additives and food boiling,食品添加剂及食品百沸,Food additives and food boiling,nsfc
nsfc1360,new food materials,食品新原料,New food materials,nsfc
nsfc1361,food biochemistry,食品生物化学,Food Biochemistry,nsfc
nsfc1362,food enzymology ,食品酶学,food enzymology ,nsfc
nsfc1363,food protein,食品蛋白质,Food protein,nsfc
nsfc1364,food carbohydrates ,食品碳水化合物,Food Carbohydrates ,nsfc
nsfc1365,food lipids,食品脂质,Food lipids,nsfc
nsfc1366,other food ingredients,食品其他成分,Other food ingredients,nsfc
nsfc1367,food microbiology,食品微生物学,Food Microbiology,nsfc
nsfc1368,fundamentals of food microbiology,食品微生物学基础,Fundamentals of food microbiology,nsfc
nsfc1369,lactic acid bacteria and probiotics,乳酸菌与益生菌,Lactic acid bacteria and probiotics,nsfc
